date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class,query_location
2022-01-20,19:41:36,@DirtReginald @Wiley_Coyote_G There’s some fools out there who have only played 5 and think that somehow that let’s them dictate which halo is the best js,1484249771099373571,[],846073091893575680,WantedAChange,"Oaksterdam, CA",46,False,,,1.0,0.098,0.701,0.201,0.5267,positive,
2022-01-20,17:14:00,Check out this new painting that I uploaded to #storyteller #art https://t.co/rmbKx7SlXE,1484212626838020097,"['storyteller', 'art']",792207762,zxling1,"San Francisco Bay Area, CA",6056,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-20,04:12:55,"@alfie_min You know what I'm gonna say... I've lost too many loved ones to outdoors. My guy stays inside only. Nothing good for them out with cars, coyotes, wierdos etc. He may have been poisoned or hurt. Take care https://t.co/GpWRwFjdhT",1484016060483313666,[],65003619,jonygitar,"SF,CA,USA",1387,True,,,0.0,0.216,0.649,0.135,-0.4949,negative,
2022-01-19,21:29:11,@LahavHarkov @giladerdan1 I think this is a more effective prop than a Wile E Coyote cartoon bomb,1483914461068943361,[],18611480,notestotheether,Northern CA,182,False,,,0.0,0.148,0.695,0.157,0.0498,neutral,
2022-01-19,20:00:16,@micheltkohl @taaltree @RolandKays @masonfidino @RyanKBrook @DrJulieKYoung @cschell_canids @remington_moll @JustineASmith I voted for Bob and Yote but I can see how a coyote puppy with the leaves obfuscating tail and snout can look like a feline,1483892083547062283,[],251056368,pchrysafis,"Fresno, CA",4525,False,,,0.0,0.0,0.913,0.087,0.5023,positive,
2022-01-19,17:55:14,"Who visited the mud puddle? Fox, quail, coyote and raccoon. https://t.co/iKKXAB5aOk",1483860615416332290,[],948977271959777280,WildThingRanger,Northern California,594,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-19,03:29:27,@CauchyCaddie That snake did not get here on its own. It did not pay a coyote to sneak it across the border. It was forced to be here or its parents were... therefore that snake is a Dreamer!,1483642734942375937,[],24997975,BrunusCutis,Peoples Republic of Kalifornia,5189,False,,,0.0,0.081,0.887,0.032,-0.4581,negative,
2022-01-18,18:18:13,@busybeingagirl It's not like he hopped a train or paid a coyote to be here! He's a Dreamer!,1483504014641664001,[],24997975,BrunusCutis,Peoples Republic of Kalifornia,5189,False,,,0.0,0.137,0.863,0.0,-0.4007,negative,
2022-01-17,23:57:22,@Just_Whitey The coyotes around here all have illegal aliens with them...I ain't sharing my bacon,1483226974440984578,[],24997975,BrunusCutis,Peoples Republic of Kalifornia,5189,False,,,0.0,0.313,0.687,0.0,-0.7124,negative,
2022-01-31,16:43:32,"@RetroCrone My 18 y.o just told me about a local jogging teen girl who was approached by two stranger-to-her women in a car, and told ""we just saw a coyote ahead, it's not safe, get in the car with us and we'll take you home."" Safe?  Not.",1488191226503327745,[],336055648,k_hingle,"Bay Area, CA",192,False,,,1.0,0.048,0.895,0.058,0.1265,positive,
2022-01-31,16:27:09,@RadicalWarlock @Reuters Bruh. Pro-choice Biden is facilitating thousands of migrants being trafficked across the border by the day. Coyotes and drug lords are benefitting the most from this policy. Don’t cry to me about “separated families.”,1488187102604914694,[],18150814,laurenmarie10,Southern CA,3484,False,,,0.0,0.077,0.85,0.072,-0.0516,negative,
2022-01-31,04:19:37,@pollonpreps @RonMFlores @FrankieBur @gerryfreitas @RyanSilver1 @trigonis30 @russellyt @mambaacademy @TOHSHoopsFeed @_WestlakeHoops_ @AgouraBball @NPHS_Basketball @Coyotes_Hoops @Gavin_Murphy10 @lukepmurphy @GregMurff10 Someone take that coach out!,1488004016067932165,[],37932999,dailycritic,Southern California,21,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-31,02:29:08,"@TimeformUSfigs If he were Wile E. Coyote, he'd even catch the Roadrunner.",1487976210772598786,[],188106899,dilanesper,Southern California,1055,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-31,00:28:42,Brad Marchand roasts Coyotes on Twitter before Bruins resume road trip in Arizona #YahooSports #NHL https://t.co/n71o2Vn1Qx,1487945903683997698,"['YahooSports', 'NHL']",340070780,x3tko,"Bay Area, CA",1428,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-30,21:55:59,"Community celebrates purchase of 24 acres of west Coyote Hills
https://t.co/oQluaRDeBL",1487907469590286338,[],199056422,Guardian_Elite,Southern California,4215,False,,,0.0,0.0,0.73,0.27,0.5719,positive,
2022-01-30,20:07:32,"To all of my neighbors on the ring app: I get it, you saw a coyote, a package was stolen, your catalytic converter was stolen. And no, that was not a gunshot.",1487880177728118784,[],23121669,julianna12369,"South OC, CA",4327,True,,,0.0,0.176,0.824,0.0,-0.7506,negative,
2022-01-30,19:15:49,Sometimes being out of shape has its advantages because I just stopped to rest on a steep incline and I saw a coyote run out of the bushes so there is that,1487867162064687108,[],251056368,pchrysafis,"Fresno, CA",4898,False,,,0.0,0.055,0.872,0.073,0.1531,positive,
2022-01-30,18:45:18,"@gv49ers @ReppinDaBay415 Great answer!  I take that back Gina, it was a wolf not a coyote.",1487859484848312322,[],112297499,drbeba82,"Bay Area, CA",885,True,,,0.0,0.0,0.774,0.226,0.6588,positive,
2022-01-30,18:22:50,@ReppinDaBay415 Wolf?  A coyote around these parts.  Yes. it is good luck either way!  We gotta believe.,1487853830142189568,[],112297499,drbeba82,"Bay Area, CA",885,True,,,0.0,0.0,0.612,0.388,0.8356,positive,
2022-01-30,18:15:43,"@cspanwj Ever wonder how people who earn $12.00 to $20.00 a day can save $9,000.00 for a Coyote to smuggle them into the USA ?
Big Business pays the $9K now Trump has cut Legal immigration 75% 
BB needs more low wage workers 
Can’t afford real Americans 

https://t.co/sNunUelZPl",1487852038482321408,[],39504336,Communist_Dog,Northern California ,1467,False,,,0.0,0.129,0.785,0.086,-0.3384,negative,
2022-01-29,23:49:20,Love is in the air for coyotes and livestock are either pregnant or getting pregnant. Soon spring will come and with it coyote pups and more pressure to feed them. Hence livestock depredation increases. So how do I prepare for spring? I take time to email everyone I worked with..,1487573606129307649,[],251056368,pchrysafis,"Fresno, CA",4898,False,,,0.0,0.046,0.878,0.077,0.4033,positive,
2022-01-29,23:44:41,@Grimmy_Coyote I named a minotaur that once for some reason,1487572437646471170,[],731927372488839169,Glimmerstomp,"Bay Area, CA",4010,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-01-29,22:32:17,"@AndyCartoon78 By the way… 
Pregnant sex
1st trimester: Missionary position
2nd trimester:
Doggy style
3rd trimester:
Coyote position… where he lays by the hole and howls.
(Just thought I’d throw that in)",1487554215375360002,[],1426689534037610498,Rickshaw_Power,"Visalia, CA",348,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-29,19:31:42,Coyotes get the win last night vs one of the top teams in the CMAC!! Highlighted by sophomore Rhynne Mitchells 30 points!🏀 @ErikaPerez2022 @chamelle_lewis @MadTrib @MHScoyoteAD @maderacoyotes1 https://t.co/J72xIXmRgu,1487508771504984065,[],856380345330970624,vperez1263,,129,True,,,0.0,0.0,0.807,0.193,0.7562,positive,
2022-01-29,17:57:50,adding Coyotes ML,1487485150921252869,[],1378934730637275138,Bofa_Bets,"SD, California",312,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-29,15:48:47,@JamesHu94283365 Have a coyote in the neighborhood. No problem,1487452672139558917,[],4085252533,funkadunk99,Northern California,617,False,,,0.0,0.0,0.78,0.22,0.3089,positive,
2022-01-29,08:28:04,"Tonight I saw my first bobcat.

I've seen foxes, coyote, great horned owls, but never a bobcat in all my rambles (nor a cougar, but I don't really expect to see a cougar).

It paused in the shadows, having heard me I suppose. A mystery, but I knew it as non-domestic, something in",1487341762611875841,[],262338851,DarkandWondrous,Northern California,1500,False,,,0.0,0.0,0.953,0.047,0.3716,positive,
2022-01-29,04:15:49,"@thebasementtan Red Tail Hawk, Coyote Valley, San Jose CA. Ideology: Protect undeveloped open space &amp; go take a hike, Photo credit: Me https://t.co/YGRcjqSWCr",1487278281409896448,[],20930376,PaulLedesma,Northern California,725,True,,,0.0,0.0,0.802,0.198,0.6369,positive,
2022-01-29,03:33:01,"@danbharris I miss my Black Magic (he got eaten by a coyote) found two halves of him, something I can never forget. Have to wait til I'm finished fostering 2 GSD for a Navy man who is deployed on a sub til I can adopt anyone else. booo hooo",1487267509757616129,[],1723100210,CateringSoCal,Southern California,1045,False,,,0.0,0.031,0.903,0.066,0.194,positive,
2022-01-29,03:18:20,"@cbinflux looks like a coyote and/or dog with mange to me

mystery solved 😂",1487263815137775617,[],99801983,hottierockstar,Southern California,299,False,,,0.0,0.078,0.576,0.346,0.7579,positive,
2022-01-29,02:01:08,"@fidmart85 Hell yeah, go CSUSB Coyotes!!",1487244389256626179,[],239256133,afroxander,Southern California,2124,True,,,0.0,0.455,0.351,0.193,-0.6103,negative,
2022-01-28,20:59:12,Foxbody Coyote Swap Evap Core Removal &amp; Install - Fox Mustang Air Condit... https://t.co/KViXhdWD0A via @YouTube,1487168405668917248,[],77397670,Rocknchop,"The Bay Area, California",627,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-28,17:03:10,@Grimmy_Coyote I'm gonna wild guess The Good Place,1487109005524697091,[],731927372488839169,Glimmerstomp,"Bay Area, CA",4010,False,,,0.0,0.0,0.707,0.293,0.4404,positive,
2022-01-28,17:02:38,"If the Coyotes get real good in the next 3-4 years, it’s actually going to be a problem…

https://t.co/0mlOmHtuyq https://t.co/de3PRMl3xf",1487108871936118788,[],30476655,BrodieNBCS,Northern California,69506,True,,,0.0,0.0,0.868,0.132,0.4404,positive,
2022-01-28,16:27:36,"Don't worry Peter, they are probably working on a plan to be able to ""justify"" to the public why they will ""postpone"" again.
They know that if they do:
&lt;insert Wile E. Coyote famous gravity moment&gt; https://t.co/GOBPi9r0Gx",1487100053340651525,[],85094496,egg_descrambler,"SF Bay area, California",1580,True,,,0.0,0.048,0.89,0.061,0.1295,positive,
2022-01-28,15:38:35,@veronicashutup I get so scared for Kopi when we take our walks. We've run into coyotes a few times but thankfully nothing has ever happened. We keep air horns and pepper spray available. I hope Benny will be doing OK and back causing trouble very soon. 🙏🐶,1487087719016632329,[],257989032,jlock4820,"Behind the Orange Curtain, CA",906,True,,,1.0,0.095,0.721,0.184,0.76,positive,
2022-01-28,08:08:11,"Coyotes want to use ASU’s 5,000-seat arena as temporary home #Yardbarker #NHL https://t.co/SZRF4CkFpG",1486974372711567364,"['Yardbarker', 'NHL']",340070780,x3tko,"Bay Area, CA",1428,False,,,0.0,0.0,0.902,0.098,0.0772,positive,
2022-01-28,06:57:25,@robertbobmom @tify330 He once went head to head against 3 coyote. He wasn’t a fighter but he held his ground until his dad came out with a rifle. That evened the odds real quick.,1486956560886550528,[],3268306824,StevenGOchoa,"Lemoore, CA",1974,True,,,0.0,0.0,0.962,0.038,0.0772,positive,
2022-01-28,06:46:42,"@BrodieNBCS The Coyotes are going to play in a 5,000 seat arena?

@RedFastReview",1486953866960670720,[],1262125720970489856,RobLobster43,Northern California,178,False,,,0.0,0.0,0.833,0.167,0.34,positive,
2022-01-28,05:59:38,"It’s a quiet night in this little canyon. Two owls send plaintive hoots across the space. Later, coyotes will yelp at the fading moon. Through the ravine of this body-mind the whole world tumbles. A vast silence receives it all.",1486942020979462144,[],18708762,AnthonyLawlor,Northern California,2601,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-01-28,04:20:37,Marchand just flamed the Coyotes 🤣. Put a fork in it. Well done 🔥. https://t.co/3aS3rm06Jh,1486917103382790146,[],15572000,Aznhick80,Southern CA,1211,True,,,0.0,0.101,0.675,0.224,0.4404,positive,
2022-01-28,03:38:01,yarrow the coyote https://t.co/9Vj4Xqy3R0,1486906383882588160,[],2959345868,scpkidd,coastal california,33024,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-28,02:06:50,@dbadgerNFT I said nope to the roadkill coyote scene. Maybe I will try again.,1486883434249084935,[],1023803887294111744,jjoypeterson,"California, USA",622,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-28,01:40:41,"Arizona Coyotes moving into the dorms?

https://t.co/0mlOmHtuyq",1486876853373575170,[],30476655,BrodieNBCS,Northern California,69506,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-27,23:31:39,@mralphorooster @NukemGunny @hungrish69 @rooster @ShowersKathy I’ll have to share my coyote hunting story with you some day Rooster. My first and last outing with my hunting buddy. Lord.,1486844382024110081,[],1483822415150915585,DurdyPrune,Northern California,205,False,,,0.0,0.0,0.925,0.075,0.296,positive,
2022-01-27,23:01:15,@Tropicexposure @wild_ecology @USFWS Coyotes are just trying to scrape by and are usually timid around humans. Swans want you dead because you had the gall to exist while they’re around.,1486836730955141120,[],751188574989524992,Russianduckmoo,fresno,39,False,,,0.0,0.182,0.78,0.038,-0.7184,negative,
2022-01-27,22:58:36,@WheatNOil Prolly more of them than actual coyotes fans tho. 😂🤣😂,1486836063960125448,[],797216876480827392,jmcminn1076,California Republic,351,False,,,0.0,0.11,0.578,0.312,0.8402,positive,
2022-01-27,20:54:21,Coyotes May Play at ASU Rink #BleacherReport #NHL https://t.co/rdyv2Wqkp1,1486804796086439937,"['BleacherReport', 'NHL']",340070780,x3tko,"Bay Area, CA",1428,False,,,0.0,0.0,0.769,0.231,0.34,positive,
2022-01-27,19:28:15,@CraigSMorgan by the time the Coyotes get finished there is going to be a hockey arena on every block there,1486783128228093955,[],188106899,dilanesper,Southern California,1055,False,,,0.0,0.132,0.868,0.0,-0.4404,negative,
2022-01-27,18:40:17,Coyote Swap Fox Update - Heater &amp; Evaporator Core - Air Conditioning https://t.co/wbeX080Vzt via @YouTube https://t.co/HIWg3fiesT,1486771054970216455,[],77397670,Rocknchop,"The Bay Area, California",627,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-27,18:31:41,Former coyote Alek Trukki getting ready for the new season. Making us proud! Good luck to Alek! https://t.co/hUvHZ2aGz3,1486768891820871680,[],1695077125,Madera_Baseball,"Madera, Ca",537,True,,,0.0,0.0,0.537,0.463,0.9018,positive,
2022-01-27,15:59:06,"@cspanwj Who pays the $9,000. cost for Coyotes to bring illegal immigrants to USA ? 
The same people who pay #FoxNews to make you think it’s all Democrats &amp; Biden’s Fault 
       AMERICAN CORPORATE 

https://t.co/PxBwPD7R3V",1486730491931725825,['FoxNews'],39504336,Communist_Dog,Northern California ,1467,False,,,0.0,0.199,0.801,0.0,-0.7717,negative,
2022-01-27,14:56:57,@ashfall_coyote Try hydrating more during the day and see if it helps. Your blood sugar might also be a little low so a tiny snack before might help.,1486714853641252868,[],23388025,FlipBunny,"Bay Area, CA",8478,True,,,1.0,0.056,0.779,0.165,0.5413,positive,
2022-01-27,03:53:57,"Award-winning actor and author Peter Coyote shares a series of techniques and exercises with masks that help calm your mind and free you from self-doubt. Listen to an all-new Nancy's Bookshelf.

https://t.co/pqZcEFes0x",1486548003552780289,[],148479396,nsprnews,Northern California,1943,True,,,0.0,0.0,0.727,0.273,0.8591,positive,
2022-01-26,22:08:51,@Lizz And coyotes.,1486461157124689920,[],1048246331536338945,StevenRagnetti,"Fresno, CA",34,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-26,21:46:54,"Neighbors when they see a coyote wandering the complex: *manic post about how we're all in danger*

Me: ""Oh, hey little buddy! Scamper well, desert doggo!""",1486455631292686336,[],197592096,GothicNeo,New California Republic,581,True,,,0.0,0.134,0.805,0.062,-0.485,negative,
2022-01-26,20:59:44,"@LeafSingh Apparently and so are the Habs and Coyotes, I just found out.",1486443763253723136,[],27369638,sergetoronto,"Fresno, CA",609,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-26,12:58:47,"Since Van Winkle injured himself sliding down a hillside to intervene I'm gonna bet he allowed his dog off-leash, and if so: THAT's the story, not coyotes being coyotes. https://t.co/FRypOZ3ob6",1486322728449634306,[],4547821,wildbell,Southern California,931,False,,,0.0,0.085,0.915,0.0,-0.4019,negative,
2022-01-26,06:14:26,"( tiny rant. very quick.
Why y'all don't see my girl is a trickster? 
The writer is; Coyote is my totem)  oh sure. No emoji. We got a teddy bear and no coyote. https://t.co/5zsd6bqBlG",1486220970494996482,[],4183540876,BuffytVSSummers,Southern California,18306,False,,,0.0,0.217,0.725,0.057,-0.6597,negative,
2022-01-26,04:58:09,"@Grimmy_Coyote why, I saw one a-strolling along the high street just last St. Stephen's Feast! Wanted THREE king's farthings of good silver to tighten my strings -- the nerve of that jackanapes!",1486201772322422785,[],731927372488839169,Glimmerstomp,"Bay Area, CA",4010,False,,,1.0,0.0,0.899,0.101,0.5399,positive,
2022-01-26,04:10:15,@rukatiger @Psyolus @ashfall_coyote If you keep that thing you gotta at least fix it,1486189718005977095,[],23388025,FlipBunny,"Bay Area, CA",8478,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-26,02:39:34,@lyssreneex Don’t tell me ur an ARIZONA COYOTES FAN 🤣,1486166897301209088,[],3313025185,jadon_pearson39,"Reedley, CA",1462,True,,,0.0,0.0,0.658,0.342,0.7378,positive,
2022-01-25,20:28:47,@Anabananaa089 me and my dawg as a tag team would destroy a coyote…even 2-3 coyotes,1486073584774569985,[],185483761,hewynewton,"The Town, CA",1577,True,,,0.0,0.2,0.8,0.0,-0.5423,negative,
2022-01-25,12:10:46,@KoganeKina That's a lot of coyotes 👀😱,1485948255489851394,[],243870765,BluesforAlex,"Bay Area, California",91,False,,,0.0,0.392,0.608,0.0,-0.7003,negative,
2022-01-25,09:55:06,"No matter how bad I feel, I love hearing my neighbor coyotes every night. Every night yipping, yowling, yodeling, chortling. Sometimes it sounds incredibly eerie and other times it lasts much longer and is just relaxing, like casual conversation.",1485914113955885058,[],3123571296,diamond_dusted,Southern California,3197,False,,,0.0,0.144,0.627,0.229,0.6523,positive,
2022-01-25,09:44:14,@citizengatsby I followed a couple male and female giant coyotes running at night in our neighborhood. I yelled and honked my horn to scare them as the were looking for the neighbors dogs and cats. They didn’t care one bit.,1485911381803089920,[],3298655870,jami_interest,Southern California,852,True,,,1.0,0.072,0.856,0.072,0.0,neutral,
2022-01-25,08:34:12,FUCK !! I just hit a coyote,1485893754951110657,[],284166234,GrannyFavDeacon,"bay area,ca",413,False,,,1.0,0.445,0.555,0.0,-0.7019,negative,
2022-01-25,05:48:14,I can't stop imagining this help. The Hounds of Bakersfield nah bro that's a rabid methed up daytime coyote in a litter den downtown,1485851986532573184,[],2208194335,originalfreckle,"SF, CA",167,False,,,0.0,0.052,0.778,0.17,0.4919,positive,
2022-01-25,05:47:11,"@jwrife I can’t have chickens. Too many predators: raccoons, foxes, coyotes and bobcats. Too bad cuz I love fresh eggs 🥚🍳",1485851723428413440,[],1136171601253113856,sudiecatlady,Northern California,518,False,,,0.0,0.121,0.655,0.224,0.4588,positive,
2022-01-25,05:33:40,@ashfall_coyote Who won?,1485848322803834880,[],23388025,FlipBunny,"Bay Area, CA",8478,True,,,0.0,0.0,0.351,0.649,0.5719,positive,
2022-01-25,04:23:24,You decide if this is a coyote or a ghost,1485830638590562305,[],803943702,JeffAHamilton,"Irvine, CA",7471,True,,,0.0,0.204,0.796,0.0,-0.3182,negative,
2022-01-24,23:09:45,Potential locations for the antics of Wild E. Coyote and Roadrunner based on USGS habitat data https://t.co/PT0STjgrqi https://t.co/mpW9JOJBXa https://t.co/dqorVmDk8Q,1485751707753533442,[],81117125,TheBigDataStats,"CA, US",19116,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-24,20:12:54,Foxbody Coyote Swap Fuel Systems - Lets Break It Down - What Set Up I us... https://t.co/YejWEqAHCK via @YouTube https://t.co/slr4PYnfzX,1485707200555151360,[],77397670,Rocknchop,"The Bay Area, California",627,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,21:04:31,@ezraromero Not really backpacking but have you visited Coyote Hills in Fremont? I grew up going there.,1490793622895136772,[],15014072,TanyaOz,Fresno,1835,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,15:32:00,"Dog or coyote? DNA results to identify mysterious animal

https://t.co/NmRLfGYiZ7",1490709940503146496,[],29754074,johncparmer,"Fresno, CA",767,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,15:31:52,"Dog or coyote? DNA results to identify mysterious animal

https://t.co/IG0csyE80d",1490709907254890498,[],20816085,KSEE24,"Fresno, California",64971,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,15:31:41,"Dog or coyote? DNA results to identify mysterious animal

https://t.co/cMjAPne4Tv",1490709861813817344,[],17221207,CBS47,"Fresno, CA",27113,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,15:16:58,@RouxEmory Dropped an iron on my head and knocked myself out. Regular Wile E. Coyote moment. Certainly made the nursing staff laugh.,1490706158260146181,[],410067203,ChaosOnPaper,Southern California,33021,True,,,0.0,0.0,0.769,0.231,0.7184,positive,
2022-02-07,14:01:54,"Coyote Buttes at Blue Hour, Vermillion Cliffs National Monument

A week ago I was fortunate enough to get permits to hike Coyote Buttes (both North and South). It was an exquisite trip, full of wonderful sights to behold. Stay tuned for more.

https://t.co/um6joRGFNs",1490687266678882306,[],18948774,dubland,Southern California,232,True,,,0.0,0.0,0.861,0.139,0.765,positive,
2022-02-07,06:58:29,Coyotes plan to host games in new arena in December 2022 #Yardbarker #NHL https://t.co/Tfa8wVnNsk,1490580709005688832,"['Yardbarker', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-07,04:25:29,"@HeatherKTVU FYI: Coyote hills, Fremont, good running route or walking H",1490542206716809217,[],3228345954,DavidLo42096706,"East Bay, California USA",80,True,,,0.0,0.0,0.624,0.376,0.6633,positive,
2022-02-06,20:27:10,Zero and I spotted a coyote today wandering around near my parents’ place. #wildcoyote #coyoteintheorchard #sonomacounty #westsonomacounty #hillsofsebastopol #sebastopol https://t.co/YIQpmGwNpE,1490421831605575680,"['wildcoyote', 'coyoteintheorchard', 'sonomacounty', 'westsonomacounty', 'hillsofsebastopol', 'sebastopol']",33151482,JamaSDSU,Northern California,75,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-06,17:15:54,What a night honoring coach Saldate into the coyote baseball HOF. Most deserving guy I know. Thank you for everything you have done over the last 20 years. https://t.co/yScFDobBoO,1490373699098189824,[],1695077125,Madera_Baseball,"Madera, Ca",541,True,,,0.0,0.0,0.823,0.177,0.7003,positive,
2022-02-05,21:16:09,"I quit reading @SandyBanksLA a while ago when she bemoaned a bike lane that slowed her commute. Now she reinforces her status as my least fave LATimes columnist by demonizing coyotes as an ""invading force."" https://t.co/KtwpuUXcvm",1490071774842654720,[],4547821,wildbell,Southern California,932,False,,,0.0,0.064,0.936,0.0,-0.3412,negative,
2022-02-05,20:36:25,A deep dive into the Arizona Coyotes' salary-cap situation #Yardbarker #NHL https://t.co/en2YBk4gbn,1490061773495365634,"['Yardbarker', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-05,20:27:52,@Chicane_Coyote wait I just saw that house on tiktok https://t.co/THvd9H1jLD,1490059622043906049,[],3239232205,SudoBun,"Bay Area, CA",653,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-05,18:24:28,#FYI It’s mating season for #coyotes https://t.co/dYx0l1Jnwj,1490028566037217285,"['FYI', 'coyotes']",9113862,writersMAMA,Southern California,2201,True,,,0.0,0.0,0.703,0.297,0.368,positive,
2022-02-05,09:14:37,@danbharris I’m getting my cat fix through you. A few months ago my boy Black Magic was eaten by a coyote and I found both halves of him so looking at the bright side? at least I’m not standing at my door calling his name every day.,1489890193398124545,[],1723100210,CateringSoCal,Southern California,1045,False,,,1.0,0.0,0.941,0.059,0.4404,positive,
2022-02-05,06:55:00,"Is it because he pulled a Trick that Coyote would envy, that makes her feel she has to run to catch up? https://t.co/lba00V2cUi",1489855057378095109,[],4183540876,BuffytVSSummers,Southern California,18303,False,,,0.0,0.136,0.864,0.0,-0.3182,negative,
2022-02-04,19:59:26,"Happy Fri-yay!!
Coyote hunting @CaliforniaDFW San Jacinto Wildlife Area 
#TwitterNatureCommunity #wildlifephotography #nature https://t.co/QcnALhhMSZ",1489690080570593280,"['TwitterNatureCommunity', 'wildlifephotography', 'nature']",21412357,sdpaulette,"Escondido, CA",3891,True,,,0.0,0.0,0.737,0.263,0.6467,positive,
2022-02-04,16:48:56,"@wordofgreen Good news is Cheddar found the warming pad and is still able to ambulate to the couch...no one knows how old she is, she was rescued from property my ex bought 10+ years ago...she has survived a coyote attack, near starvation, and many winters outside.  Now she gets treats &amp; pets https://t.co/PDkRQGsWz4",1489642135871639552,[],3784031173,nursenette69,California,623,True,,,1.0,0.05,0.778,0.172,0.7579,positive,
2022-02-04,03:19:24,"Play Los Coyotes Country Club March 28, 2022 SHOTGUN https://t.co/RuFa3r6kqk",1489438410599124997,[],39435019,GKSoCalGolf,Southern California,184,False,,,0.0,0.0,0.789,0.211,0.34,positive,
2022-02-04,02:44:34,@Doc_Coyote Hmm that narrows it down. it would have to be a spyderco cause of the bigger thumb hole. Not a bad brand,1489429647527800833,[],533396375,casadeshwang,Southern California,241,False,,,0.0,0.0,0.885,0.115,0.431,positive,
2022-02-04,02:12:57,Former coyote Alek Trukki with a stellar outing today. We see all the hard work you continue to put in. It’s your time kid! https://t.co/n3VFfDIvQY,1489421690064883714,[],1695077125,Madera_Baseball,"Madera, Ca",541,True,,,0.0,0.066,0.934,0.0,-0.1759,negative,
2022-02-03,23:08:11,@Scott_Wiener I saw a coyote once in Buena Vista Park… we better evacuate the Haight.,1489375191012569088,[],847398185773416448,JoeKersten,"Reedley, CA",46,True,,,0.0,0.0,0.828,0.172,0.4404,positive,
2022-02-03,21:18:56,"Welshman and former rugby star Damian Jenkins, Regional President of The Management Trust, has been named the new Director of Athletics for The SoCal Coyotes Nonprofit Organization effective February 1, 2022, America’s #1 Developmental Pro Football Program™ announced this week. https://t.co/VGoF3oH165",1489347696318038017,[],1428760560,TheSoCalCoyotes,Southern California,552,True,,,0.0,0.0,0.865,0.135,0.7506,positive,
2022-02-03,17:39:16,@CelticWombat We have big hungry coyotes to watch for on neighborhood walks here in SoCal,1489292415932383234,[],214227067,AnneM_B,"CA, USA",559,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-02-03,14:07:14,Coyotes' win over Avalanche is NHL's biggest upset in 10 seasons #ESPN #NHL https://t.co/hFLAct4svj,1489239056080769024,"['ESPN', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.141,0.652,0.207,0.296,positive,
2022-02-03,07:56:42,Blake Coleman with a Goal vs. Arizona Coyotes #YahooSports #NHL https://t.co/hJL3dYNEoJ,1489145808599470081,"['YahooSports', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-03,07:42:40,a Goal from Arizona Coyotes vs. Calgary Flames #YahooSports #NHL https://t.co/TaBU6UA22z,1489142275846197251,"['YahooSports', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-02-03,07:28:07,Arizona Coyotes vs. Calgary Flames - Game Highlights #YahooSports #NHL https://t.co/zwDHEfcdgy,1489138614894092290,"['YahooSports', 'NHL']",340070780,x3tko,"Bay Area, CA",1436,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
