date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class,query_location
2022-01-05,19:19:55,"@TerryPullBurd Or one of these guys! This coyote was actually posing for the camera!
I love California wildlife ❤️ https://t.co/4eXLUEKOGm",1478808497726767107,[],962751546235613184,PaTresha10,Southern California ,3619,False,,,0.0,0.0,0.807,0.193,0.6988,positive,
2022-01-05,17:31:06,"@MEATTAIL -queer coyote sounds-
I love you Katie and I'm over the moon we get to hang out again!!!",1478781113719877633,[],3122343036,bonesnakin,Northern California,259,False,,,0.0,0.0,0.78,0.22,0.7249,positive,
2022-01-05,16:41:45,"A neighbor's dog was snatched by a coyote the other morning. It's so important to keep your dog on a leash *whenever* they're outside. Keeping them on a leash is protecting them, not hampering them.",1478768695098806272,[],834285277,MichalskiJen,Hotel California,4782,True,,,1.0,0.0,0.935,0.065,0.3327,positive,
2022-01-05,15:54:12,"When it came to livestock depredation, overall from all the cases I was asked to work on, mountain lion and bobcat cases rose and coyote cases dropped. Bears remained somewhat steady. More people tried out non-lethals and securing some local funding meant that ... https://t.co/BjTJMnlCCG",1478756727927541765,[],251056368,pchrysafis,"Fresno, CA",4402,False,,,0.0,0.0,0.95,0.05,0.3182,positive,
2022-01-05,04:24:57,@RadioFreeTom most definitely coyotes,1478583270463795201,[],589451958,jim_layne,California Republic,239,False,,,0.0,0.0,0.501,0.499,0.4576,positive,
2022-01-05,03:56:21,"All jokes aside cougars need to be protected. I remember working at Universal Studios - we had a road called Bambi Lane because all the deer would come out at night looking for food. The coyotes here in the valley come out at night as well…

https://t.co/HVKpgwvkUc",1478576073361084417,[],18511381,juslilmissp,The Golden State,10119,False,,,0.0,0.0,0.902,0.098,0.5994,positive,
2022-01-05,02:48:36,@SeismoSue Legs look short. Not a coyote head or face. I'm not a wolf expert. Could it be a dog?,1478559023871922177,[],948977271959777280,WildThingRanger,Northern California,584,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-01-04,18:11:23,@Grimmy_Coyote did they mean Gonzo as in Hunter S. Thompson or as in the Muppet,1478428861385744386,[],731927372488839169,Glimmerstomp,"Bay Area, CA",3840,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-04,04:43:36,Jim is dumb: from the Journal of the Morons. We got an air horn to scare away coyotes and I wanted to see how loud it was so I tried it in my house and I scared the crap out of Kopi and I’m barely getting my hearing back to normal 3 hours later.,1478225576217305090,[],257989032,jlock4820,"Behind the Orange Curtain, CA",900,True,,,1.0,0.226,0.774,0.0,-0.9231,negative,
2022-01-04,04:14:39,No words needed. (Pick up your trash. The coyotes are not pleased. ) https://t.co/TKrNgGJiwN,1478218293685088260,[],948977271959777280,WildThingRanger,Northern California,584,False,,,0.0,0.277,0.723,0.0,-0.5583,negative,
2022-01-03,14:48:32,Coyotes we’re going a little crazy last night https://t.co/DJeyoUgwcn,1478015428307816451,[],362665928,BillsMafia1308,"Paso Robles, CA",196,True,,,0.0,0.208,0.792,0.0,-0.2748,negative,
2022-01-03,14:23:55,@zyreations bruh,1478009232381263873,[],1068004940096794624,Citrus_Coyote,Southern California ,146,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-03,03:50:21,"@ashfall_coyote Wheel gate 

(I actually have no idea)",1477849789836316672,[],23388025,FlipBunny,"Bay Area, CA",8199,True,,,0.0,0.239,0.761,0.0,-0.296,negative,
2022-01-02,15:56:03,It's nice to be able to track your visitors. #coyotes #deer #rabbits https://t.co/jLgCs0jVkf,1477670027692331010,"['coyotes', 'deer', 'rabbits']",335422306,kickrg,Southern California,485,True,,,1.0,0.0,0.811,0.189,0.4215,positive,
2022-01-02,08:47:54,Golden Hour Eastern Coyote #nature https://t.co/txRF7eBNoZ,1477562283240923137,['nature'],4754508920,DailyNatureshot,"Yosemite, California",7609,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-02,05:30:44,"@DennisJohannAy The first inhabitants of this country lived with and honored all wildlife. Farmers &amp; ranchers who took their land care only about their herds. 
Hence, shooting &amp; poisoning wild creatures like wolves &amp; coyotes. It is a goddamn shame.",1477512662674120706,[],3152101027,cantgoback69,"Lost Coast, California",720,False,,,0.0,0.187,0.636,0.178,-0.128,negative,
2022-01-01,20:02:13,@amy_oosterhouse Seal Point/Coyote Point San Mateo.,1477369593668591617,[],122496743,patric650,"Bay Area, CA",7015,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-01,17:39:18,@ashfall_coyote We will be under the couch in 5 minutes.,1477333627046297602,[],23388025,FlipBunny,"Bay Area, CA",8199,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-01,14:07:04,"@DanSchwent Pack of Coyotes surround and attack, eat pets. Might see one, but never just one coyote, they're pack animals. Cats are at highest risk.",1477280214950445058,[],65003619,jonygitar,"SF,CA,USA",1373,True,,,0.0,0.17,0.83,0.0,-0.5719,negative,
2022-01-01,04:33:55,Wishing everyone a happy and safe new year from our Coyote family! ⚽️💙 #lafamilia #vamosyotes https://t.co/mYY7GRmvoh,1477135979123142657,"['lafamilia', 'vamosyotes']",787829308723122176,ladyyotesoccer,"Madera, CA",356,True,,,0.0,0.0,0.536,0.464,0.9184,positive,
2022-01-01,04:32:06,"@SCP2547 Okay, who gifted coyote fire?!",1477135518043279360,[],3122343036,bonesnakin,Northern California,259,False,,,0.0,0.313,0.466,0.221,-0.2003,negative,
2022-01-01,02:06:37,Happy New Years from all of us Coyotes! We are so blessed for all of the growth made in 2021 and we are especially looking forward to what 2022 brings. #VamosYotes https://t.co/Eivfxc0ZoP,1477098908220203011,['VamosYotes'],4456497614,MHSCoyoteSoccer,"Madera, CA",394,True,,,0.0,0.0,0.715,0.285,0.9115,positive,
2022-01-01,01:21:24,@datfluffydayto1 @mtristepin @gibson_husky @NooKFoX @RufusTheWolf @anthroflower @chancehusky91 @RickyWulff @TropicalTeeg @RudolfWolph @Mojo_Coyote @ArvinAussie @rico_husky @KaizerWolf13 @trancehusky @Cloud1516 @MelGrant19 Aww.... Happy New Year Daytona! :D,1477087530629566468,[],474640199,SikDrift,"Bay Area, CA",879,True,,,0.0,0.0,0.724,0.276,0.8412,positive,
2021-12-31,17:02:09,"@jksaldate9 @KP_cwbaseball @MHScoyoteAD @MartyTeambitter @MurriettaJason Congrats Jake!!!Couldn’t be more deserved. Loyal, energetic, tireless, and innovative are words that come to mind. Definitely bleeds Coyote blue!!",1476961890416807941,[],1399449320881983489,AndyZavorek,"Fresno, CA",131,True,,,0.0,0.0,0.545,0.455,0.9494,positive,
2021-12-31,14:24:15,Woke up to the sound of coyotes yelping. Happy New Year to all beings!,1476922151873638400,[],18708762,AnthonyLawlor,Northern California,2598,False,,,0.0,0.0,0.765,0.235,0.6114,positive,
2021-12-31,05:02:38,@oldivory Maybe coyote hitting his head too many time in the Roadrunner cartoons,1476780815728087040,[],531899098,SullivanMonty,Southern California,1769,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-31,04:34:20,"Ok, the peeparazzi at Coyote Hills @EBRPD today were out of control. I don’t understand how this would not be stressing the owl(s) out. (And this was at the end of the day, after sunset) https://t.co/K227Tx1kWv",1476773693032321026,[],23044822,cbdawson,"San Francisco Bay Area, CA",3298,False,,,0.0,0.0,0.943,0.057,0.2755,positive,
2021-12-31,03:57:25,"What #SOTA summits are you looking forward to revisiting in the new year?  I am looking forward to returning to nearby one point summits.  Chabot 2 Benchmark is where I started in SOTA on New Years 2021. Also pictured is Briones Hills, Mt. Davidson, and Coyote Peak. #hamradio https://t.co/y6KiPGApuq",1476764405450690566,"['SOTA', 'hamradio']",1284511785312112643,K1STG,"East Bay, California, USA",272,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-30,22:28:09,"@Wiley_Coyote_G From a Northern Californian, I'm glad you're getting out of there and somewhere safe. We have an evacuation plan and bag ready here and I highly recommend it. Please be safe!",1476681540742508544,[],1247817096,J3N3R1C,Northern California,2083,False,,,0.0,0.0,0.605,0.395,0.9428,positive,
2021-12-30,19:18:55,Coyote baseball will be inducting Coach Jacob Saldate into the HOF Feb 5th. Come join us to celebrate with him. Contact Coach Underwood for tix. https://t.co/cHcZmkZbOV,1476633920498114561,[],1695077125,Madera_Baseball,"Madera, Ca",534,True,,,0.0,0.0,0.803,0.197,0.7096,positive,
2021-12-30,18:49:26,"@LindsayLOconnor Hi Lindsay,

Let’s see here. OK, “Moon Called” by Patricia Briggs, “The Last Coyote” by Michael Connelly, “Res Queen” by Victoria Aveyard, and “Billy Summers” by Stephen King. 

I don’t think I will make it. But I will have fun trying. 🙂",1476626498605879322,[],117637801,sanishiver,"Chowchilla, CA",479,False,,,0.0,0.0,0.843,0.157,0.8406,positive,
2021-12-30,17:14:13,a certain wile e. coyote scared the roadrunner away smh https://t.co/Jfpjx8PpOb,1476602538950479878,[],39127060,Dani_Worth,"Denver, CO",2951,True,,,0.0,0.34,0.523,0.137,-0.4767,negative,
2021-12-30,09:33:34,@ReenubLmao Yeet https://t.co/1G72jIKSTp,1476486612238225409,[],1068004940096794624,Citrus_Coyote,Southern California ,146,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-30,03:45:33,"@mcnees 2 very different faves: my amazing student teacher and I (painting done by a friend); coyote in the garden of the UC Sedgwick Reserve, Santa Ynez, CA. https://t.co/wqafXGLxx3",1476399027960750082,[],17727067,TeachAstrobio,Southern CA,89,False,,,1.0,0.0,0.794,0.206,0.7906,positive,
2021-12-30,01:08:58,@pog_floofe oh ok https://t.co/FA4MpbqZFk,1476359622868955138,[],1068004940096794624,Citrus_Coyote,Southern California ,146,False,,,0.0,0.0,0.577,0.423,0.296,positive,
2021-12-29,20:46:16,"@AudacityofGoats I remember one time my Shiba took off after a coyote and I searched for him for hours. I ended up back in the same field we started and my Shiba ran up to yell at me instead, as if I was the one that ran off and wasn’t where I was supposed to be 🙄",1476293514631659520,[],16977860,rowan_celeste,Northern California,736,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2021-12-29,18:46:18,I accidentally stumbled upon this coyote inside our fenced property. Instead of quietly backing away I said something brilliant like “Doh!!! Sorry … sorry…” It was eating so I snapped a couple shots and then left it alone to eat. #wildlife #coyote #ramirezcanyon #photography 😬 https://t.co/TH2kCCls1y,1476263324685725697,"['wildlife', 'coyote', 'ramirezcanyon', 'photography']",2779121137,LRameyPhotos,"Malibu, CA",334,True,,,1.0,0.159,0.71,0.131,0.2905,positive,
2021-12-29,18:44:19,I had hockey all but that over coyotes vs Sharks cause goalies took a day off,1476262823865065473,[],1074886201658634240,dolo_johnny,"Lost Angeles, CA",192,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-29,18:44:11,@jimdtweet @merphie77 @robhon_ @TWTThisIsNow @GlennCarr6 @HughCaperton @BluePittie @Narvuntien @Kenneth72712993 @JohnDublin10 @amcelha3 @try2golf @keithamccluskey @IanDJbrown2 @BubbasRanch @4Clearsky @PLHartungRN @RobMeekel @Canadianworker2 @ScienceBlog3 @rln_nelson @BigRakaDoc @organicdot @IngersolRobert @OscarsWild1 @BolzmannMichael @CrispyCX @chimera414 @91996340e81d45a @ponycar06 @DawnTJ90 @l0sts0ulforever @sandcastle1975 @HalBrow68884227 @AristotleMrs @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @Gordon_DHG @EricWil06256732 @wildweatherdan @ejwwest @Tragiicomedy @covid_parent @dan613 @Boeing74 Coyote and tumbleweed populations.,1476262789308203011,[],17079503,Moderna5G_666,Southern California,1557,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-29,16:44:37,"@XposeTrophyHunt @AgainstHunting @SARA2001NOOR @LiftForever67 @Protect_Wldlife @PeterEgan6 @_AnimalAdvocate @Animals1st @VMallarino @ElephantsRule @hilltopgina @joelleannabella @ladydobe1 @louisa1000 Coyotes are smart, beautiful creatures and play a great role in nature.  I saw one trotting along my street on Christmas Eve.  On the other end of the spectrum, this man is a loathsome, worthless monster.",1476232699731857408,[],324236705,emerald_gnesh,The Golden State,533,False,,,0.0,0.048,0.738,0.215,0.8807,positive,
2021-12-29,02:25:52,@RonnyJacksonTX This quack’s screeching reminds me of a mangy house-cat being gutted by coyote or mountain lion.,1476016588105027587,[],4248168732,SheershyDude,California Republic,1287,False,,,1.0,0.0,1.0,0.0,0.0,neutral,
2021-12-28,19:30:33,"President Joe Biden and his pro-migration progressives admitted at least 40,000 coyote-delivered, work-ready young male migrants in 2021 under the excuse of saving “unaccompanied alien children.”

https://t.co/XZK1aInaOV",1475912070667583489,[],950976000,FieldRoamer,Southern California,1358,True,,,0.0,0.0,0.903,0.097,0.1779,positive,
2021-12-28,19:00:22,@cutsclothing bring back the the coyote AO jogger and when is the pacific blue coming back to stock,1475904476330352643,[],296390679,TunTun243,"Kerman, CA",180,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-28,10:55:00,in the mood to go on a 3am hike in the rain &amp; dark &amp; get eaten by a coyote or mountain lion :-),1475782329721262082,[],1146845184,itslexijune,"Bay Area, CA",7853,True,,,0.0,0.0,0.909,0.091,0.3182,positive,
2021-12-28,07:54:22,@RedstoneCo2 looks good!,1475736868666765313,[],1068004940096794624,Citrus_Coyote,Southern California ,146,False,,,0.0,0.0,0.385,0.615,0.4926,positive,
2021-12-28,05:53:02,Here's a Carrizo Plains coyote because of course I gotta still give you camera pictures. https://t.co/IvgqNv7L1s,1475706335274672130,[],251056368,pchrysafis,"Fresno, CA",4402,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-12-28,05:21:45,@wildnewyorkshow That says more coyote for me with the tapered edges and the overall white. Was it just that one large solid piece and the other two?,1475698461865660417,[],251056368,pchrysafis,"Fresno, CA",4402,False,,,0.0,0.0,0.942,0.058,0.1531,positive,
2022-01-12,06:21:51,"#genuary2022 day 11 - no computer

While running in Montaña De Oro State Park this evening, I snapped these photos for #genuary. A vibrant sea and a curious coyote. https://t.co/WD7bPz0lhG",1481149407621832705,"['genuary2022', 'genuary']",1970943955,jasonpetersorg,"Central Coast, CA",126,False,,,0.0,0.063,0.774,0.163,0.5423,positive,
2022-01-12,00:05:26,@KyellGold we do love shrinking coyotes out here 👀💦,1481054679194906632,[],2268515402,HashtagPurr,"Internet, CA",3330,True,,,0.0,0.0,0.704,0.296,0.6369,positive,
2022-01-11,20:58:37,Today is our first day back! We will go from 4:00-5:15. Please meet at the stadium gate on Stadium Road. #Coyotes #YoteVball 🏐🐺,1481007664247107586,"['Coyotes', 'YoteVball']",1233087665257320448,mhscoyotes,"Madera, CA",28,True,,,0.0,0.0,0.903,0.097,0.3802,positive,
2022-01-11,19:35:33,@lacook427 @JoseyRider @LakotaMan1 In my area people raise sheep and often keep llamas with the herds as protection from coyotes and mountain lions. It works pretty well.,1480986757617250306,[],1136171601253113856,sudiecatlady,Northern California,456,False,,,1.0,0.0,0.825,0.175,0.6486,positive,
2022-01-11,09:34:19,These coyotes fina die tonight,1480835452525449217,[],531967985,JADE_CAST91,Yay Area,855,True,,,0.0,0.494,0.506,0.0,-0.5994,negative,
2022-01-10,20:41:07,@thetoyman1 @pdoocy @PressSec We need his comic relief. The guy is a real life Wile E Coyote.,1480640871066337280,[],1064270820757782528,4ftns,Southern California,190,False,,,0.0,0.0,0.838,0.162,0.4767,positive,
2022-01-10,20:40:43,"@Grimmy_Coyote Scrolling by I thought ""yeast drop"" was a cocktail. Like a martini glass with croutons floating in vodka, and a breadcrumb rim",1480640772005195778,[],731927372488839169,Glimmerstomp,"Bay Area, CA",3945,False,,,0.0,0.082,0.82,0.098,0.1027,positive,
2022-01-10,18:09:11,The coyote beckons. https://t.co/LiaoFTzJO6,1480602638731427842,[],74582405,joe_bowers,"SF, CA",844,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-10,16:03:26,"@RufusPeabody No Shadow Or Cascata, or Coyote Springs ?",1480570991130537984,[],1344136457569533959,notthatsanjay,"Bay Area, CA",64,True,,,0.0,0.216,0.784,0.0,-0.296,negative,
2022-01-09,22:37:20,@Coyote_girls_JP Hmmmm Cutie😍🔥,1480307729277218816,[],626758871,StuSchwiebert,Southern California,1776,False,,,0.0,0.186,0.388,0.426,0.4767,positive,
2022-01-09,15:07:05,"Holy Coyote 😳 
Found 3 coyotes at the fence to my goats.. bang, bang boys, get away from my babies!! https://t.co/3znxkGenSO",1480194421857538048,[],32573705,sarahleigh27,central coast california ,4405,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-09,14:29:46,"Last night between the skunks and the coyotes it was a regular wildlife bazaar, made it really hard to take my doggie out.... https://t.co/o6W4KYHAWp",1480185030102052865,[],64733394,TheCathyBrown,Southern California,5307,False,,,0.0,0.069,0.931,0.0,-0.1761,negative,
2022-01-08,21:44:24,@KEVNDU But you’d protect them from coyotes and mountain lions so I guess that’s good??,1479932020557897728,[],1720196984,DerekTahara,"Bay Area, CA",611,True,,,0.0,0.0,0.631,0.369,0.8229,positive,
2022-01-08,21:32:52,Think this was also my first time seeing a coyote in broad daylight on this particular trail. https://t.co/t0xVTGn8AI,1479929121358565377,[],1306299833758572544,RyanGibbs56,Southern California ,818,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-08,15:14:42,"North Coyote Buttes, Arizona-The Wave [oc] [3024x4032] #nature https://t.co/SQY1LKcMRG",1479833949174177792,['nature'],4754508920,DailyNatureshot,"Yosemite, California",7626,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-08,08:05:22,"@jachristian They wouldn’t last long in my SF neighborhood. Sadly, the coyotes feast on cats.",1479725903479394304,[],20465612,susanashcraft,The Golden State,460,False,,,1.0,0.167,0.833,0.0,-0.4215,negative,
2022-01-08,06:56:53,Proud of my nephew #21 and his teammates!! Great job Coyotes!! @MadTrib @MaderaCoyotes https://t.co/aJMjPSOMPF,1479708671747641349,[],856380345330970624,vperez1263,,127,True,,,0.0,0.0,0.589,0.411,0.8544,positive,
2022-01-08,00:27:42,@ReasonVsFear Always wondered if alligators in FL are like coyotes in So Cal - just so common you don't get scared unless it's right at your open patio door. Is that how it is?,1479610731511222272,[],635032084,JoanneZ43,OC California,97,False,,,0.0,0.0,0.867,0.133,0.6002,positive,
2022-01-07,20:10:34,@BlaiddYote It was a trick! Now I can't smell STIMKY COYOTE anymore!,1479546021281550338,[],494693812,DanMakuDragon,"Bay Area, California",3416,False,,,0.0,0.14,0.86,0.0,-0.1984,negative,
2022-01-07,20:02:54,We will also be celebrating our past Coyotes with an Alumni scrimmage. Alumni kicks off at 7 pm! https://t.co/n2x4QNOtwm,1479544089909424130,[],4456497614,MHSCoyoteSoccer,"Madera, CA",394,True,,,0.0,0.0,0.818,0.182,0.6114,positive,
2022-01-07,16:31:16,"@MustelidMay @Plognark @zoecology @am_anatiala So what usually happens is that dogs will chase coyotes until cornered and then the coyotes will turn on them. All the rumors of coyotes sending a female in heat, pretend playing with dogs or faking injuries to kill them are, as far as I know, anthropomorphism of canine behavior",1479490832730402827,[],251056368,pchrysafis,"Fresno, CA",4456,False,,,1.0,0.178,0.793,0.029,-0.8481,negative,
2022-01-07,07:09:49,@SCP2547 Because Coyotes are stylized as hell,1479349536262787072,[],1461956593038151681,WinterWerevvolf,The Clearing,116,False,,,0.0,0.434,0.566,0.0,-0.6808,negative,
2022-01-07,04:18:27,"@ashfall_coyote Haha, yeah check out this CD I found, put it in your workstation dude https://t.co/e2fztmM78k",1479306412131950598,[],496683392,SpotGideon,"Bay Area, CA ",5292,True,,,0.0,0.0,0.729,0.271,0.6369,positive,
2022-01-07,00:35:58,@MarivauxCoyote @DUNE_COYOTE They  judging https://t.co/qrsaJrDbUg,1479250421214375937,[],2681564479,Kalethedeer,"Central Coast, CA",8387,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-07,00:05:25,@LadyD420Empath The never ending story of a Roadrunner and a Coyote with an ACME Credit Card!  😂,1479242735139704832,[],17471358,19Lyds,"Gold Country, CA",3492,True,,,0.0,0.071,0.677,0.252,0.6996,positive,
2022-01-06,19:47:39,"@docsoc99 @SeabeeSanto @TheRickWilson As for separating children; the law forbade them from being incarcerated with the law breaking adult. Obama did the same thing. The children were often callously being used to exploit the way our laws were written, sometimes they were even being trafficked by coyotes",1479177865316823044,[],18151740,darylgene,"RSM, CA",132,False,,,0.0,0.03,0.97,0.0,-0.1027,negative,
2022-01-06,18:44:24,@laurencomitor There's a coyote roaming next to my backyard fence. I'm sure it doesn't mean anything symbolically,1479161945739513856,[],43425067,melissalockard,"Bay Area, CA",12964,False,,,1.0,0.0,0.874,0.126,0.3182,positive,
2022-01-06,17:09:52,I would walk into this painting like Wile E. Coyote https://t.co/jfIesDUYJL,1479138158168010754,[],141702105,smashfury,"CA, USA",88,False,,,0.0,0.0,0.8,0.2,0.3612,positive,
2022-01-06,02:04:21,Hoping to catch one of the neighborhood coyotes on camera. They have been howling up a storm lately and my neighbor saw a big one on their camera the other night. 🐺,1478910278645387269,[],51907658,Cinnapuff,Southern California,419,False,,,1.0,0.0,0.92,0.08,0.4215,positive,
2022-01-06,00:38:02,@MasterMonica Damn you hit a coyote? That’s wild,1478888555132821505,[],41962914,JSLAi,"Bay Area, CA",4327,True,,,1.0,0.278,0.722,0.0,-0.4019,negative,
2022-01-05,22:56:55,@Herefox practice for @Grimmy_Coyote,1478863107241889792,[],731927372488839169,Glimmerstomp,"Bay Area, CA",3945,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-05,22:23:53,Young Coyote 1/1 NFT art. Check out my new NFT on OpenSea! https://t.co/dCwhQaJo3S via @opensea #NFT #NFTCommunity  #NFTs #nftcollector #NFTdrop,1478854793783177217,"['NFT', 'NFTCommunity', 'NFTs', 'nftcollector', 'NFTdrop']",40310732,dramaguy11,The Golden State.,54,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-19,17:52:04,"@FreeLucy3 @PhantomGhost031 WELL THEN BROTHER YOU ARE IN FOR A TREAT . Do u hate antifa ? Do u like slap stick comedy , ie 3 stooges or wile e coyote?  Turn volume up &amp; play it a few times . Its over quick . Please tell me , what u think . https://t.co/CRT6J2ecmY",1483859820960641026,[],1455483287212683269,demonsEYEsee,republic of california ,1550,False,,,0.0,0.055,0.68,0.265,0.9047,positive,
2022-01-19,17:50:14,"@PhantomGhost031 WELL THEN BROTHER YOU ARE IN FOR A TREAT . Do u hate antifa ? Do u like slap stick comedy , ie 3 stooges or wile e coyote?  Turn volume up &amp; play it a few times . Its over quick . Please tell me , what u think . https://t.co/CRT6J2ecmY",1483859357737488385,[],1455483287212683269,demonsEYEsee,republic of california ,1550,False,,,0.0,0.056,0.675,0.269,0.9047,positive,
2022-01-19,04:00:31,@ubrywu Big rip be safe yo just grab something for protection and yell louder then the coyote . If more pop up then ur fucked,1483650553586409475,[],1965696786,JoeybirdJose,Southern california ,155,False,,,0.0,0.145,0.759,0.096,-0.3612,negative,
2022-01-19,03:24:50,"@RckyMtn5280 @RockyMountViews Have you ever heard coyotes hunting at 3am?  Well I did last night. Share, please!",1483641574470787075,[],1293616399810666496,raincrosscbg951,IE CA ,699,True,,,0.0,0.0,0.67,0.33,0.7088,positive,
2022-01-19,02:57:13,@xwaldie Goldfish Coyote?,1483634621480796162,[],1400668044,Subvetnuc,Central Coast of California,454,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-18,22:11:18,“Not the average coyote rescue.” https://t.co/fq0K0duVRy,1483562669336666114,[],12334212,MercedSunStar,"Merced, CA",7815,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-18,22:11:17,“Not the average coyote rescue.” https://t.co/n1o0hdXiq2,1483562666539069442,[],8249832,FresnoBee,"Fresno, California",94171,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-18,21:28:24,@coyote_witch That is better than puppies! Thank you for sharing!,1483551875131576320,[],35733750,medicalmaryjane,Outta My Mind,2426,True,,,0.0,0.0,0.443,0.557,0.8309,positive,
2022-01-18,21:12:41,@ashfall_coyote That’s why I visit the potty 2 minutes before any scheduled meeting just to be safe! 😅,1483547920217477121,[],496683392,SpotGideon,"Bay Area, CA ",5305,True,,,0.0,0.0,0.769,0.231,0.69,positive,
2022-01-18,16:01:36,"Coaches from @kwucoyotes in Salina, Kansas will be attending the #CA_Showcase on February 12th at the Orange County Great Park in Irvine, California. You can visit the Coyotes' football program by clicking here: https://t.co/ztz9dYiIEK https://t.co/IXzPf0LP5C",1483469630744133632,['CA_Showcase'],800565906,CA_Showcase,Southern California,1720,True,,,0.0,0.0,0.892,0.108,0.6249,positive,
2022-01-18,14:08:07,@micheltkohl @RyanKBrook @SophieLGilbert @taaltree @masonfidino @coyote_queen_ Does the camera height matter to you? I found some spikes on Amazon that are meant to be used for go pros and golfing but work very well. Alternatively the mounts some companies use work well if you don't have elk or cows to knock them over https://t.co/THQEsOiZ7D,1483441073049546760,[],251056368,pchrysafis,"Fresno, CA",4507,False,,,0.0,0.0,0.86,0.14,0.7302,positive,
2022-01-18,02:00:55,Check out this new painting that I uploaded to https://t.co/TbCH3mqEhM,1483258067428933634,[],792207762,zxling1,"San Francisco Bay Area, CA",6063,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-18,01:56:52,Check out this new painting that I uploaded to https://t.co/8zJOCB14qn,1483257046015250432,[],792207762,zxling1,"San Francisco Bay Area, CA",6063,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-17,22:50:43,“Come on out… you can trust me…” Wiley #coyote #wildlife #photography https://t.co/DLn1nTNWY0,1483210202790838273,"['coyote', 'wildlife', 'photography']",2779121137,LRameyPhotos,"Malibu, CA",342,True,,,0.0,0.0,0.769,0.231,0.5106,positive,
2022-01-17,22:12:40,"@MichaelPMulhall @johnrobertsFox @WinsomeSears @GlennYoungkin Here’s the view from my daughter’s porch, about 15 miles from here. Still no homeless, not much in the way of crime (although coyotes and mountain lions sometimes eat small pets) https://t.co/Xh8ZZAtXaO",1483200627706527744,[],87624613,Kryssyess,"Prather, CA",102,False,,,0.0,0.144,0.856,0.0,-0.6908,negative,
2022-01-17,20:12:05,It’s right around the corner. Couple more weeks to buy tickets. Come celebrate coach Jacob Saldate being inducted into the coyote baseball HOF. Silent and live auction items still needed. Thanks https://t.co/zyqp2M0rr7,1483170282118418432,[],1695077125,Madera_Baseball,"Madera, Ca",536,True,,,0.0,0.0,0.82,0.18,0.765,positive,
2022-01-17,04:00:38,@coyote_witch Sorry babe!,1482925806636597248,[],35733750,medicalmaryjane,Outta My Mind,2426,True,,,0.0,0.443,0.557,0.0,-0.1511,negative,
2022-01-16,22:32:08,Coyote came back for seconds… #coyote #wildlife https://t.co/KQ3uejC9R5,1482843139408687104,"['coyote', 'wildlife']",2779121137,LRameyPhotos,"Malibu, CA",342,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2022-01-16,22:26:12,"She walked closer to me than I expected. Normally there’s a fence or some distance between us, or they run away, but not here. #wildlife #coyote #photography #nofences https://t.co/gw0EHnysSe",1482841643904471043,"['wildlife', 'coyote', 'photography', 'nofences']",2779121137,LRameyPhotos,"Malibu, CA",342,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2022-01-16,22:22:21,Coyote saying “last pic!” #coyote #wildlifephotography https://t.co/GSpGDLsu6I,1482840675699736577,"['coyote', 'wildlifephotography']",2779121137,LRameyPhotos,"Malibu, CA",342,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
