"","id","county","x.cen","y.cen","xmin","xmax","ymin","ymax","sqkm","inclusion","ppt"
"1213",1213,"SONOMA",-228976.58122278,85070.87278788,-122.697068587336,-122.578721383327,38.7067682522034,38.7992018508024,100,1,1147.58969482422
"1214",1214,"LAKE",-218976.58122278,85070.87278788,-122.581855962049,-122.463640887742,38.7092694956854,38.8015969057268,100,1,1068.46350280762
"1215",1215,"NAPA",-208976.58122278,85070.87278788,-122.466635708893,-122.348553130412,38.7116615839135,38.8038826595652,100,1,919.183776855469
"1216",1216,"YOLO",-198976.58122278,85070.87278788,-122.351408167489,-122.233458449855,38.7139445061132,38.8060591019736,100,1,831.740200805664
"1217",1217,"YOLO",-188976.58122278,85070.87278788,-122.236173677588,-122.118357184711,38.7161182519998,38.8081262231008,100,1,603.190299682617
"1218",1218,"YOLO",-178976.58122278,85070.87278788,-122.120932579066,-122.003249673737,38.7181828117784,38.8100840135883,100,1,560.268103027344
"1219",1219,"YOLO",-168976.58122278,85070.87278788,-122.005685211913,-121.888136255799,38.720138176144,38.8119324645713,100,1,541.366296386719
"1220",1220,"YOLO",-158976.58122278,85070.87278788,-121.890431916232,-121.773017269869,38.7219843362825,38.8136715676783,100,1,522.19411315918
"1221",1221,"YOLO",-148976.58122278,85070.87278788,-121.77517303223,-121.657893055016,38.7237212838701,38.8153013150318,100,1,500.52369934082
"1222",1222,"YOLO",-138976.58122278,85070.87278788,-121.659908900214,-121.542763950403,38.7253490110746,38.8168216992485,100,1,494.885501708984
"1223",1223,"SUTTER",-128976.58122278,85070.87278788,-121.544639860583,-121.427630295279,38.7268675105549,38.8182327134397,99.9999999999999,0.999999999999999,527.633699035645
"1224",1224,"SACRAMENTO",-118976.58122278,85070.87278788,-121.429366253824,-121.312492428973,38.7282767754614,38.819534351211,100,1,573.412219238281
"1225",1225,"PLACER",-108976.58122278,85070.87278788,-121.314088420505,-121.197350690889,38.7295767994368,38.8207266066634,100,1,601.16639831543
"1226",1226,"PLACER",-98976.58122278,85070.87278788,-121.198806701268,-121.082205420499,38.7307675766155,38.8218094743926,100,1,657.054299926758
"1227",1227,"EL DORADO",-88976.58122278,85070.87278788,-121.083521436825,-120.967056957337,38.7318491016242,38.8227829494898,100,1,810.352099609375
"1228",1228,"EL DORADO",-78976.58122278,85070.87278788,-120.968232967949,-120.851905640996,38.7328213695822,38.8236470275417,100,1,860.520102539062
"1229",1229,"EL DORADO",-68976.58122278,85070.87278788,-120.852941635473,-120.736751811117,38.7336843761015,38.8244017046305,100,1,944.777779812283
"1230",1230,"EL DORADO",-58976.58122278,85070.87278788,-120.737647780278,-120.621595807387,38.7344381172866,38.8250469773344,100,1,1084.62979919434
"1231",1231,"EL DORADO",-48976.58122278,85070.87278788,-120.622351743292,-120.506437969529,38.7350825897354,38.8255828427271,100,1,1227.82409912109
"1232",1232,"EL DORADO",-38976.58122278,85070.87278788,-120.507053865479,-120.391278637303,38.7356177905383,38.8260092983788,100,1,1384.77459838867
"1233",1233,"EL DORADO",-28976.58122278,85070.87278788,-120.391754487838,-120.27611815049,38.7360437172793,38.8263263423552,100,1,1249.34369750977
"1234",1234,"EL DORADO",-18976.58122278,85070.87278788,-120.276453951394,-120.160956848896,38.7363603680354,38.8265339732187,100,1,1175.63033447266
"1235",1235,"EL DORADO",-8976.58122278,85070.87278788,-120.161152597192,-120.045795072339,38.736567741377,38.8266321900274,100,1,1248.61430664063
"1236",1236,"EL DORADO",1023.41877722,85070.87278788,-120.045850766292,-119.930548799762,38.7366546525648,38.8266321900274,100,1,1186.09630065918
"1237",1237,"EL DORADO",11023.41877722,85070.87278788,-119.930633160645,-119.815247038674,38.7365341900186,38.8266209923359,100,1,899.607200317383
"1238",1238,"ALPINE",20714.6530875189,84746.0617653912,-119.815471453646,-119.700081776362,38.7363044492731,38.8265003801951,92.0491062602309,0.920491062602309,544.669760931106
"1239",1239,"SONOMA",-288876.326364307,75160.6415272542,-123.384053116519,-123.265070048955,38.6000910347833,38.6926251172982,97.8090724859166,0.978090724859166,1241.088521784
"1240",1240,"SONOMA",-278976.58122278,75070.87278788,-123.269032920117,-123.150179460317,38.6027153396908,38.6956719583313,100,1,1510.56099853516
"1241",1241,"SONOMA",-268976.58122278,75070.87278788,-123.154003096272,-123.03527961545,38.6057584220926,38.6986097053103,100,1,1627.56255560981
"1242",1242,"SONOMA",-258976.58122278,75070.87278788,-123.038963982479,-122.920370850793,38.6086925444791,38.7014383450196,100,1,1280.79721815321
"1243",1243,"SONOMA",-248976.58122278,75070.87278788,-122.923915916395,-122.805453502939,38.6115176937101,38.7041578647307,100,1,1085.64160759066
"1244",1244,"SONOMA",-238976.58122278,75070.87278788,-122.808859235839,-122.690527908631,38.61423385713,38.7067682522034,100,1,1049.4811082628
"1245",1245,"SONOMA",-228976.58122278,75070.87278788,-122.693794278777,-122.575594404761,38.6168410225682,38.7092694956854,100,1,1260.8868882921
"1246",1246,"NAPA",-218976.58122278,75070.87278788,-122.578721383327,-122.460653328357,38.6193391783398,38.7116615839135,100,1,1137.83644816081
"1247",1247,"NAPA",-208976.58122278,75070.87278788,-122.463640887742,-122.345705016583,38.6217283132455,38.7139445061132,100,1,948.419261791088
"1248",1248,"NAPA",-198976.58122278,75070.87278788,-122.348553130412,-122.230749806728,38.6240084165728,38.7161182519998,100,1,755.043223741319
"1249",1249,"YOLO",-188976.58122278,75070.87278788,-122.233458449855,-122.115788036205,38.6261794780955,38.7181828117784,100,1,763.578110758464
"1250",1250,"YOLO",-178976.58122278,75070.87278788,-122.118357184711,-122.000820042542,38.6282414880746,38.720138176144,100,1,595.688334825304
"1251",1251,"YOLO",-168976.58122278,75070.87278788,-122.003249673737,-121.885846163374,38.6301944372584,38.7219843362825,100,1,564.952333577474
"1252",1252,"YOLO",-158976.58122278,75070.87278788,-121.888136255799,-121.770866736445,38.6320383168829,38.7237212838701,100,1,536.044569980951
"1253",1253,"YOLO",-148976.58122278,75070.87278788,-121.773017269869,-121.655882099593,38.6337731186723,38.7253490110746,100,1,510.019332207574
"1254",1254,"YOLO",-138976.58122278,75070.87278788,-121.657893055016,-121.540892590748,38.6353988348387,38.7268675105549,100,1,479.434221733941
"1255",1255,"SACRAMENTO",-128976.58122278,75070.87278788,-121.542763950403,-121.425898547929,38.6369154580833,38.7282767754614,99.9999999999999,0.999999999999999,516.825552368164
"1256",1256,"SACRAMENTO",-118976.58122278,75070.87278788,-121.427630295279,-121.310900309231,38.6383229815955,38.7295767994368,100,1,576.773827070071
"1257",1257,"SACRAMENTO",-108976.58122278,75070.87278788,-121.312492428973,-121.195898212826,38.6396213990543,38.7307675766155,100,1,605.371999104818
"1258",1258,"SACRAMENTO",-98976.58122278,75070.87278788,-121.197350690889,-121.080892596953,38.6408107046275,38.7318491016242,100,1,635.79233601888
"1259",1259,"EL DORADO",-88976.58122278,75070.87278788,-121.082205420499,-120.965883799914,38.6418908929728,38.7328213695822,100,1,802.063444688585
"1260",1260,"EL DORADO",-78976.58122278,75070.87278788,-120.967056957337,-120.850872160065,38.6428619592372,38.7336843761015,100,1,870.519666205512
"1261",1261,"EL DORADO",-68976.58122278,75070.87278788,-120.851905640996,-120.735858015814,38.6437238990579,38.7344381172866,100,1,939.884565942081
"1262",1262,"EL DORADO",-58976.58122278,75070.87278788,-120.736751811117,-120.620841705614,38.6444767085616,38.7350825897354,100,1,1007.47210828993
"1263",1263,"EL DORADO",-48976.58122278,75070.87278788,-120.621595807387,-120.505823567954,38.6451203843656,38.7356177905383,100,1,1219.32888319227
"1264",1264,"EL DORADO",-38976.58122278,75070.87278788,-120.506437969529,-120.390803941356,38.6456549235771,38.7360437172793,100,1,1421.51356065538
"1265",1265,"EL DORADO",-28976.58122278,75070.87278788,-120.391278637303,-120.27578316437,38.6460803237937,38.7363603680354,100,1,1259.99067382812
"1266",1266,"EL DORADO",-18976.58122278,75070.87278788,-120.27611815049,-120.160761575564,38.6463965831036,38.736567741377,100,1,1234.83098687066
"1267",1267,"EL DORADO",-8976.58122278,75070.87278788,-120.160956848896,-120.045739513522,38.6466037000852,38.7366658363677,100,1,1370.84289279514
"1268",1268,"EL DORADO",1023.41877722,75070.87278788,-120.045795072339,-119.930633160645,38.6466905038306,38.7366658363677,100,1,1320.93222520616
"1269",1269,"ALPINE",11023.41877722,75070.87278788,-119.930717316835,-119.815471453646,38.646570190204,38.7366546525648,100,1,1042.48444959852
"1270",1270,"ALPINE",21023.41877722,75070.87278788,-119.815695324097,-119.700310291165,38.646340733469,38.7365341900186,100,1,711.356911741657
"1271",1271,"MONO",30872.6751477012,74916.1870708942,-119.700673873899,-119.585277145291,38.6460021346568,38.7363044492731,96.4138319047008,0.964138319047008,650.080901413821
"1272",1272,"SONOMA",-278961.823578334,65085.5036226778,-123.265070048955,-123.146365080615,38.5129751308863,38.6057584220926,99.6904639317284,0.996904639317284,1662.62600646973
"1273",1273,"SONOMA",-268976.58122278,65070.87278788,-123.150179460317,-123.031604168239,38.5158466161137,38.6086925444791,100,1,1612.00490478516
"1274",1274,"SONOMA",-258976.58122278,65070.87278788,-123.03527961545,-122.916834368414,38.5187771302246,38.6115176937101,100,1,1433.98359985352
"1275",1275,"SONOMA",-248976.58122278,65070.87278788,-122.920370850793,-122.802056016516,38.5215988046921,38.61423385713,100,1,1081.65521918403
"1276",1276,"SONOMA",-238976.58122278,65070.87278788,-122.805453502939,-122.687269448071,38.5243116269325,38.6168410225682,100,1,980.919996948242
"1277",1277,"SONOMA",-228976.58122278,65070.87278788,-122.690527908631,-122.572474998751,38.5269155848448,38.6193391783398,100,1,1067.93319580078
"1278",1278,"SONOMA",-218976.58122278,65070.87278788,-122.575594404761,-122.457673004365,38.5294106668106,38.6217283132455,100,1,1047.8924017334
"1279",1279,"NAPA",-208976.58122278,65070.87278788,-122.460653328357,-122.342863800854,38.5317968616947,38.6240084165728,100,1,991.175556776259
"1280",1280,"NAPA",-198976.58122278,65070.87278788,-122.345705016583,-122.228047724289,38.5340741588456,38.6261794780955,100,1,823.335799560547
"1281",1281,"YOLO",-188976.58122278,65070.87278788,-122.230749806728,-122.113225110858,38.5362425480954,38.6282414880746,100,1,775.375399780273
"1282",1282,"YOLO",-178976.58122278,65070.87278788,-122.115788036205,-121.998396296867,38.5383020197607,38.6301944372584,100,1,699.383499755859
"1283",1283,"YOLO",-168976.58122278,65070.87278788,-122.000820042542,-121.883561618728,38.5402525646427,38.6320383168829,100,1,593.490098266602
"1284",1284,"YOLO",-158976.58122278,65070.87278788,-121.885846163374,-121.76872141296,38.5420941740274,38.6337731186723,100,1,528.364999050564
"1285",1285,"YOLO",-148976.58122278,65070.87278788,-121.770866736445,-121.653876016176,38.5438268396861,38.6353988348387,100,1,502.923500366211
"1286",1286,"YOLO",-138976.58122278,65070.87278788,-121.655882099593,-121.539025765082,38.5454505538755,38.6369154580833,100,1,486.677499694824
"1287",1287,"YOLO",-128976.58122278,65070.87278788,-121.540892590748,-121.424170996469,38.5469653093382,38.6383229815955,99.9999999999999,0.999999999999999,503.056899719238
"1288",1288,"SACRAMENTO",-118976.58122278,65070.87278788,-121.425898547929,-121.309312047207,38.5483710993029,38.6396213990543,100,1,528.159220716688
"1289",1289,"SACRAMENTO",-108976.58122278,65070.87278788,-121.310900309231,-121.194449254242,38.5496679174843,38.6408107046275,100,1,555.236998291016
"1290",1290,"SACRAMENTO",-98976.58122278,65070.87278788,-121.195898212826,-121.079582954584,38.5508557580839,38.6418908929728,100,1,601.714097900391
"1291",1291,"SACRAMENTO",-88976.58122278,65070.87278788,-121.080892596953,-120.964713485308,38.5519346157895,38.6428619592372,100,1,697.034803466797
"1292",1292,"EL DORADO",-78976.58122278,65070.87278788,-120.965883799914,-120.849841183543,38.5529044857761,38.6437238990579,100,1,775.432900390625
"1293",1293,"EL DORADO",-68976.58122278,65070.87278788,-120.850872160065,-120.734966386467,38.5537653637056,38.6444767085616,100,1,837.077553982205
"1294",1294,"EL DORADO",-58976.58122278,65070.87278788,-120.735858015814,-120.620089431306,38.554517245727,38.6451203843656,100,1,934.197601928711
"1295",1295,"EL DORADO",-48976.58122278,65070.87278788,-120.620841705614,-120.50521065532,38.5551601284768,38.6456549235771,100,1,1183.82619018555
"1296",1296,"EL DORADO",-38976.58122278,65070.87278788,-120.505823567954,-120.390330395802,38.5556940090787,38.6460803237937,100,1,1353.72520263672
"1297",1297,"EL DORADO",-28976.58122278,65070.87278788,-120.390803941356,-120.275448990072,38.5561188851442,38.6463965831036,100,1,1336.53649780273
"1298",1298,"EL DORADO",-18976.58122278,65070.87278788,-120.27578316437,-120.16056677547,38.5564347547722,38.6466037000852,100,1,1442.2874484592
"1299",1299,"EL DORADO",-8976.58122278,65070.87278788,-120.160761575564,-120.04568408935,38.5566416165493,38.6467016738076,100,1,1546.72100219727
"1300",1300,"ALPINE",1023.41877722,65070.87278788,-120.045739513522,-119.930717316835,38.5567283133364,38.6467016738076,100,1,1360.62200195312
"1301",1301,"ALPINE",11023.41877722,65070.87278788,-119.930801269074,-119.815695324097,38.5566081479584,38.6466905038306,100,1,1292.90870178223
"1302",1302,"ALPINE",21023.41877722,65070.87278788,-119.815918652006,-119.700673873899,38.5563789739537,38.646570190204,100,1,1070.81522352431
"1303",1303,"MONO",31023.41877722,65070.87278788,-119.701036575509,-119.585653304821,38.5560407923477,38.646340733469,100,1,642.425099487305
"1304",1304,"MONO",40979.1130965782,65025.9697884876,-119.586155376933,-119.470717863958,38.5555936046537,38.6460021346568,99.0257485430113,0.990257485430113,349.208484071674
"1305",1305,"SONOMA",-268750.014594381,55264.7762806599,-123.146365080615,-123.027937608503,38.4266140913994,38.5187771302246,94.853409550476,0.94853409550476,1412.80494192023
"1306",1306,"SONOMA",-258976.58122278,55070.87278788,-123.031604168239,-122.913306438132,38.4288632318444,38.5215988046921,100,1,1327.64940063477
"1307",1307,"SONOMA",-248976.58122278,55070.87278788,-122.916834368414,-122.798666746663,38.4316814471769,38.5243116269325,100,1,1018.57088826497
"1308",1308,"SONOMA",-238976.58122278,55070.87278788,-122.802056016516,-122.684018868409,38.434390943267,38.5269155848448,100,1,826.635999755859
"1309",1309,"SONOMA",-228976.58122278,55070.87278788,-122.687269448071,-122.569363137829,38.4369917080825,38.5294106668106,100,1,968.998199462891
"1310",1310,"SONOMA",-218976.58122278,55070.87278788,-122.572474998751,-122.454699889517,38.4394837300713,38.5317968616947,100,1,1078.62590332031
"1311",1311,"NAPA",-208976.58122278,55070.87278788,-122.457673004365,-122.340029458201,38.4418669981617,38.5340741588456,100,1,898.045111083984
"1312",1312,"NAPA",-198976.58122278,55070.87278788,-122.342863800854,-122.225352178734,38.4441415017626,38.5362425480954,100,1,920.661494140625
"1313",1313,"YOLO",-188976.58122278,55070.87278788,-122.228047724289,-122.11066838609,38.4463072307646,38.5383020197607,100,1,755.374202270508
"1314",1314,"YOLO",-178976.58122278,55070.87278788,-122.113225110858,-121.995978415356,38.448364175539,38.5402525646427,100,1,713.355397949219
"1315",1315,"YOLO",-168976.58122278,55070.87278788,-121.998396296867,-121.881282601728,38.4503123269397,38.5420941740274,100,1,612.533602905273
"1316",1316,"YOLO",-158976.58122278,55070.87278788,-121.883561618728,-121.766581280506,38.4521516763022,38.5438268396861,100,1,522.212221272786
"1317",1317,"YOLO",-148976.58122278,55070.87278788,-121.76872141296,-121.651874787083,38.4538822154449,38.5454505538755,100,1,487.139600524902
"1318",1318,"YOLO",-138976.58122278,55070.87278788,-121.653876016176,-121.537163456948,38.4555039366686,38.5469653093382,100,1,475.402300109863
"1319",1319,"YOLO",-128976.58122278,55070.87278788,-121.539025765082,-121.422447625669,38.4570168327574,38.5483710993029,99.9999999999999,0.999999999999999,482.162600097656
"1320",1320,"SACRAMENTO",-118976.58122278,55070.87278788,-121.424170996469,-121.307727628899,38.4584208969783,38.5496679174843,100,1,503.652223375109
"1321",1321,"SACRAMENTO",-108976.58122278,55070.87278788,-121.309312047207,-121.19300380236,38.4597161230822,38.5508557580839,100,1,530.754198608398
"1322",1322,"SACRAMENTO",-98976.58122278,55070.87278788,-121.194449254242,-121.078276481843,38.4609025053033,38.5519346157895,100,1,558.116699829102
"1323",1323,"SACRAMENTO",-88976.58122278,55070.87278788,-121.079582954584,-120.963546003199,38.4619800383601,38.5529044857761,100,1,605.349000854492
"1324",1324,"EL DORADO",-78976.58122278,55070.87278788,-120.964713485308,-120.848812702337,38.4629487174548,38.5537653637056,100,1,682.307398681641
"1325",1325,"EL DORADO",-68976.58122278,55070.87278788,-120.849841183543,-120.734076915213,38.4638085382743,38.554517245727,100,1,807.304225667318
"1326",1326,"EL DORADO",-58976.58122278,55070.87278788,-120.734966386467,-120.619338977829,38.4645594969894,38.5551601284768,100,1,920.757198486328
"1327",1327,"EL DORADO",-48976.58122278,55070.87278788,-120.620089431306,-120.504599226222,38.4652015902558,38.5556940090787,100,1,1182.41470458984
"1328",1328,"EL DORADO",-38976.58122278,55070.87278788,-120.50521065532,-120.389857996463,38.4657348152137,38.5561188851442,100,1,1292.15849975586
"1329",1329,"EL DORADO",-28976.58122278,55070.87278788,-120.390330395802,-120.275115624649,38.4661591694882,38.5564347547722,100,1,1248.83130126953
"1330",1330,"CALAVERAS",-18976.58122278,55070.87278788,-120.275448990072,-120.160372446895,38.466474651189,38.5566416165493,100,1,1295.88143853082
"1331",1331,"CALAVERAS",-8976.58122278,55070.87278788,-120.16056677547,-120.045628799334,38.4666812589108,38.55673946955,100,1,1383.92790405273
"1332",1332,"ALPINE",1023.41877722,55070.87278788,-120.04568408935,-119.930801269074,38.4667678492213,38.55673946955,100,1,1515.37790283203
"1333",1333,"ALPINE",11023.41877722,55070.87278788,-119.930885018103,-119.815918652006,38.4666478314242,38.5567283133364,100,1,1503.36550292969
"1334",1334,"ALPINE",21023.41877722,55070.87278788,-119.816141439344,-119.701036575509,38.4664189388767,38.5566081479584,100,1,1448.71999511719
"1335",1335,"ALPINE",31023.41877722,55070.87278788,-119.701398399195,-119.586155376933,38.4660811725984,38.5563789739537,100,1,861.676197509766
"1336",1336,"MONO",41023.41877722,55070.87278788,-119.586656233784,-119.471275393615,38.4656345340939,38.5560407923477,100,1,588.342400665283
"1337",1337,"MONO",51023.1626074431,55070.6163879144,-119.471915279223,-119.356404380851,38.4650790253526,38.5555936046537,99.9948395406398,0.999948395406398,484.679600830078
"1338",1338,"MONO",59688.8922545978,53410.8711773953,-119.357175871605,-119.242340361729,38.4644146488487,38.5541817083065,55.0374611718176,0.550374611718176,668.151924720177
"1339",1339,"SONOMA",-266702.631415686,45752.2056524036,-123.116392832195,-123.024279904056,38.337837707682,38.4288632318444,51.4799737435508,0.514799737435508,1140.9774991549
"1340",1340,"SONOMA",-258976.58122278,45070.87278788,-123.027937608503,-122.909787028974,38.3389506195504,38.4316814471769,100,1,1251.63589538574
"1341",1341,"SONOMA",-248976.58122278,45070.87278788,-122.913306438132,-122.795285663619,38.3417653912914,38.434390943267,100,1,1119.61599799262
"1342",1342,"SONOMA",-238976.58122278,45070.87278788,-122.798666746663,-122.680776141097,38.3444715761784,38.4369917080825,100,1,867.915000610352
"1343",1343,"SONOMA",-228976.58122278,45070.87278788,-122.684018868409,-122.56625879466,38.3470691622477,38.4394837300713,100,1,940.801896362305
"1344",1344,"SONOMA",-218976.58122278,45070.87278788,-122.569363137829,-122.451733957695,38.3495581380129,38.4418669981617,100,1,978.149405517578
"1345",1345,"SONOMA",-208976.58122278,45070.87278788,-122.454699889517,-122.337201963719,38.3519384924652,38.4441415017626,100,1,917.611777750651
"1346",1346,"NAPA",-198976.58122278,45070.87278788,-122.340029458201,-122.222663146376,38.3542102150742,38.4463072307646,100,1,832.299600830078
"1347",1347,"SOLANO",-188976.58122278,45070.87278788,-122.225352178734,-122.10811783943,38.3563732957874,38.448364175539,100,1,836.098803100586
"1348",1348,"SOLANO",-178976.58122278,45070.87278788,-122.11066838609,-121.993566376756,38.3584277250316,38.4503123269397,100,1,746.626000366211
"1349",1349,"SOLANO",-168976.58122278,45070.87278788,-121.995978415356,-121.87900909234,38.3603734937123,38.4521516763022,100,1,610.755701293945
"1350",1350,"SOLANO",-158976.58122278,45070.87278788,-121.881282601728,-121.764446320266,38.3622105932147,38.4538822154449,100,1,497.878221638997
"1351",1351,"YOLO",-148976.58122278,45070.87278788,-121.766581280506,-121.649878394718,38.3639390154037,38.4555039366686,100,1,433.101898803711
"1352",1352,"YOLO",-138976.58122278,45070.87278788,-121.651874787083,-121.535305649969,38.3655587526239,38.4570168327574,100,1,446.28840057373
"1353",1353,"YOLO",-128976.58122278,45070.87278788,-121.537163456948,-121.420728420374,38.3670697977005,38.4584208969783,99.9999999999999,0.999999999999999,463.732701416016
"1354",1354,"SACRAMENTO",-118976.58122278,45070.87278788,-121.422447625669,-121.306147040371,38.3684721439389,38.4597161230822,100,1,480.799998982747
"1355",1355,"SACRAMENTO",-108976.58122278,45070.87278788,-121.307727628899,-121.191561844467,38.3697657851255,38.4609025053033,100,1,509.810999450684
"1356",1356,"SACRAMENTO",-98976.58122278,45070.87278788,-121.19300380236,-121.076973167237,38.3709507155276,38.4619800383601,100,1,538.091497192383
"1357",1357,"SACRAMENTO",-88976.58122278,45070.87278788,-121.078276481843,-120.962381343318,38.3720269298936,38.4629487174548,100,1,568.865302124023
"1358",1358,"AMADOR",-78976.58122278,45070.87278788,-120.963546003199,-120.847786707401,38.3729944234532,38.4638085382743,100,1,642.04200012207
"1359",1359,"AMADOR",-68976.58122278,45070.87278788,-120.848812702337,-120.733189594226,38.3738531919176,38.4645594969894,100,1,766.598556857639
"1360",1360,"AMADOR",-58976.58122278,45070.87278788,-120.734076915213,-120.618590338579,38.3746032314796,38.4652015902558,100,1,853.229099121094
"1361",1361,"CALAVERAS",-48976.58122278,45070.87278788,-120.619338977829,-120.50398927528,38.375244538814,38.4657348152137,100,1,1034.86629516602
"1362",1362,"CALAVERAS",-38976.58122278,45070.87278788,-120.504599226222,-120.389386739183,38.3757771110773,38.4661591694882,100,1,1212.36829711914
"1363",1363,"CALAVERAS",-28976.58122278,45070.87278788,-120.389857996463,-120.274783065167,38.376200945908,38.466474651189,100,1,1233.40479370117
"1364",1364,"TUOLUMNE",-18976.58122278,45070.87278788,-120.275115624649,-120.160178588131,38.3765160414267,38.4666812589108,100,1,1375.57177598741
"1365",1365,"TUOLUMNE",-8976.58122278,45070.87278788,-120.160372446895,-120.045573642988,38.3767223962361,38.4667789917334,100,1,1415.98939819336
"1366",1366,"TUOLUMNE",1023.41877722,45070.87278788,-120.045628799334,-119.930885018103,38.376808880549,38.4667789917334,100,1,1357.93350219727
"1367",1367,"TUOLUMNE",11023.41877722,45070.87278788,-119.93096856466,-119.816141439344,38.3766890096689,38.4667678492213,100,1,1472.98280151367
"1368",1368,"TUOLUMNE",21023.41877722,45070.87278788,-119.816363688071,-119.701398399195,38.3764603973125,38.4666478314242,100,1,1496.70422363281
"1369",1369,"TUOLUMNE",31023.41877722,45070.87278788,-119.701759348141,-119.586656233784,38.3761230444935,38.4664189388767,100,1,1254.73989501953
"1370",1370,"MONO",41023.41877722,45070.87278788,-119.58715587978,-119.471915279223,38.3756769527081,38.4660811725984,100,1,745.306399536133
"1371",1371,"MONO",51023.41877722,45070.87278788,-119.472553617884,-119.357175871605,38.3751221239341,38.4656345340939,100,1,603.151298217773
"1372",1372,"MONO",61023.41877722,45070.87278788,-119.357952897328,-119.242438346993,38.3744585606318,38.4650790253526,99.9999999999999,0.999999999999999,799.599599304199
"1373",1373,"MONO",69972.6273445506,43838.842348534,-119.243354052958,-119.128511557002,38.3736862657433,38.4644146488487,66.4973852160074,0.664973852160074,348.238197701876
"1374",1374,"SONOMA",-258232.649757882,35647.699924906,-123.024279904056,-122.906276110115,38.250367067147,38.3417653912914,81.6807832963435,0.816807832963435,951.09553569072
"1375",1375,"SONOMA",-248976.58122278,35070.87278788,-122.909787028974,-122.791912737764,38.2518504080672,38.3444715761784,100,1,981.640866126543
"1376",1376,"SONOMA",-238976.58122278,35070.87278788,-122.795285663619,-122.677541237724,38.2545532966173,38.3470691622477,100,1,914.769553629557
"1377",1377,"SONOMA",-228976.58122278,35070.87278788,-122.680776141097,-122.563161942042,38.2571477182129,38.3495581380129,100,1,896.316557481554
"1378",1378,"SONOMA",-218976.58122278,35070.87278788,-122.56625879466,-122.448775182903,38.259633661433,38.3519384924652,100,1,876.791666666667
"1379",1379,"SONOMA",-208976.58122278,35070.87278788,-122.451733957695,-122.334381292623,38.2620111153316,38.3542102150742,100,1,857.922465760031
"1380",1380,"NAPA",-198976.58122278,35070.87278788,-122.337201963719,-122.219980603641,38.2642800694379,38.3563732957874,100,1,681.817443847656
"1381",1381,"SOLANO",-188976.58122278,35070.87278788,-122.222663146376,-122.105573448515,38.2664405137568,38.3584277250316,100,1,764.918445502387
"1382",1382,"SOLANO",-178976.58122278,35070.87278788,-122.10811783943,-121.991160159916,38.2684924387695,38.3603734937123,100,1,650.613557942708
"1383",1383,"SOLANO",-168976.58122278,35070.87278788,-121.993566376756,-121.876741070623,38.2704358354333,38.3622105932147,100,1,547.546556260851
"1384",1384,"SOLANO",-158976.58122278,35070.87278788,-121.87900909234,-121.762316513516,38.2722706951824,38.3639390154037,100,1,467.842344307605
"1385",1385,"YOLO",-148976.58122278,35070.87278788,-121.764446320266,-121.647886821569,38.2739970099278,38.3655587526239,100,1,389.714332411024
"1386",1386,"YOLO",-138976.58122278,35070.87278788,-121.649878394718,-121.533452327848,38.2756147720579,38.3670697977005,100,1,420.175223117405
"1387",1387,"YOLO",-128976.58122278,35070.87278788,-121.535305649969,-121.419013365501,38.2771239744386,38.3684721439389,99.9999999999999,0.999999999999999,447.145890638563
"1388",1388,"SACRAMENTO",-118976.58122278,35070.87278788,-121.420728420374,-121.304570267755,38.2785246104135,38.3697657851255,100,1,457.638024600936
"1389",1389,"SACRAMENTO",-108976.58122278,35070.87278788,-121.306147040371,-121.190123367909,38.2798166738044,38.3709507155276,100,1,485.635332573785
"1390",1390,"SAN JOAQUIN",-98976.58122278,35070.87278788,-121.191561844467,-121.075672999329,38.2810001589111,38.3720269298936,100,1,511.165556165907
"1391",1391,"SAN JOAQUIN",-88976.58122278,35070.87278788,-121.076973167237,-120.961219495442,38.2820750605119,38.3729944234532,100,1,546.979110378689
"1392",1392,"AMADOR",-78976.58122278,35070.87278788,-120.962381343318,-120.846763189729,38.2830413738638,38.3738531919176,100,1,607.193778483073
"1393",1393,"CALAVERAS",-68976.58122278,35070.87278788,-120.847786707401,-120.732304415719,38.2838990947022,38.3746032314796,100,1,718.86851746359
"1394",1394,"CALAVERAS",-58976.58122278,35070.87278788,-120.733189594226,-120.617843506986,38.2846482192419,38.375244538814,100,1,798.81133219401
"1395",1395,"CALAVERAS",-48976.58122278,35070.87278788,-120.618590338579,-120.50338079714,38.2852887441763,38.3757771110773,100,1,955.381112331814
"1396",1396,"CALAVERAS",-38976.58122278,35070.87278788,-120.50398927528,-120.388916619825,38.2858206666783,38.376200945908,100,1,1128.07099745009
"1397",1397,"CALAVERAS",-28976.58122278,35070.87278788,-120.389386739183,-120.274451308707,38.2862439843998,38.3765160414267,100,1,1304.34966769748
"1398",1398,"TUOLUMNE",-18976.58122278,35070.87278788,-120.274783065167,-120.159985197474,38.286558695472,38.3767223962361,100,1,1344.303950557
"1399",1399,"TUOLUMNE",-8976.58122278,35070.87278788,-120.160178588131,-120.045518619828,38.2867647985056,38.3768200094212,100,1,1407.10266384549
"1400",1400,"TUOLUMNE",1023.41877722,35070.87278788,-120.045573642988,-119.93096856466,38.2868511772972,38.3768200094212,100,1,1270.34433186849
"1401",1401,"TUOLUMNE",11023.41877722,35070.87278788,-119.931051909478,-119.816363688071,38.2867314526739,38.376808880549,100,1,1377.9202202691
